id,text
209,"Kids Can Press

Kids Can Press is a Canadian owned publisher of children's books with an award-winning list of over 500 picture books non-fiction and fiction titles for toddlers to young adults."
210,"Triangular distribution random function

check out this site:\nhttp://mathworld.wolfram.com/TriangularDistribution.html"
211,"LifeBound

LifeBound is an educational publisher based in Denver Colorado that writes self-help success books for students. The company also offers coaching sessions seminars and various curricula. Pearson Education publishes LifeBound's Keys to Success series.Web site Home page http://www.lifebound.com"
212,"Reliance MediaWorks

Reliance MediaWorks Limited (RMW) is a Film and Entertainment Services Company and a member of the Reliance Group.The company is one of India's leading film and entertainment services companies with a presence across several media businesses including the theatrical exhibition of films television content production and distribution and film and media services. The company facilities have been MPAA certified."
213,"Group proposes faster Wi-Fi specification Networking consortium submits proposal for faster Wi-Fi, as battle lines are drawn between rival groups.

Group proposes faster Wi-Fi specification Networking consortium submits proposal for faster Wi-Fi, as battle lines are drawn between rival groups."
214,"Why are we here?

To ask and answer questions. Duh!"
215,"Customers of Telco Companies Face Privacy Breach A security advisory posted on Bugtraq demonstrates how hackers can compromise customers of T-mobile wireless and Verizon (landline) voicemail boxes. The advisory talks about the use of Caller-ID spoofing the customers number, allowing a bypass of the PIN code since the voicemail thinks that the customer is calling to check their own voicemail. According to Secure Science Corporation, there has been no response from the vendors. Comments have been posted that T-Mobile has optional PIN code protection off by default. Better turn it on.

Customers of Telco Companies Face Privacy Breach A security advisory posted on Bugtraq demonstrates how hackers can compromise customers of T-mobile wireless and Verizon (landline) voicemail boxes. The advisory talks about the use of Caller-ID spoofing the customers number, allowing a bypass of the PIN code since the voicemail thinks that the customer is calling to check their own voicemail. According to Secure Science Corporation, there has been no response from the vendors. Comments have been posted that T-Mobile has optional PIN code protection off by default. Better turn it on."
216,"Watchdog rules over broadband  The UK's ad watchdog rules over which net connections can be described as full speed broadband.

Watchdog rules over broadband  The UK's ad watchdog rules over which net connections can be described as full speed broadband."
217,"Google: Now Playboy's Latest Bunny Investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of Google Inc. continue to do things like show up in Playboy magazine around the same time their company is going public. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;

Google: Now Playboy's Latest Bunny Investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of Google Inc. continue to do things like show up in Playboy magazine around the same time their company is going public. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
218,"Magma Surge Moves Nevada Mountain, Study Says Why did a Lake Tahoe-area peak move dramatically late last year? A new report says magma deep below surged upward, forcing the mountain to rise.

Magma Surge Moves Nevada Mountain, Study Says Why did a Lake Tahoe-area peak move dramatically late last year? A new report says magma deep below surged upward, forcing the mountain to rise."
219,"What makes a teacher want to leave their profession?

It seems like a lot of factors contribute to teacher attrition (leaving the profession). But apparently new teachers are most likely to abandon ship.\n\nAccording to a 1986 survey, more than 2/3 of all beginning teachers will have left during their first four years of teaching and 40-50% of them will leave during the first seven years of their career. (Huling-Austin, 1986).\n\nThese are some factors likely most likely to affect the attrition of new teachers:\n\n1) Beginning teachers are unable to cope with teaching problems like discipline, difficulties with parents, and lack of sufficient or appropriate teaching materials.\n\n2) Beginners are often given the most difficult teaching assignments. \n\n3) Novice teachers often receive little or no support after leaving the university and find that their teacher education programs ill-prepared them for the realities of teaching.\n\nOther factors, such as salary, affect attrition rates, but perhaps the fact that beginning teachers lack adequate support and resources to handle such a large responsibility (basically parenting your students) is where the responsbility lies."
220,"What does RSVP stand for?

RSVP is the abbreviation of French répondez s'il vous plaît - please reply."
221,"Parttime MBA or Certification in Management, which one is better. Where can I do the Mgmt. certification from.

You see, one of the biggest value an MBA will bring is the ""networking"" opportunity. Hence, a part-time MBA with no classroom-based activities will miss this important piece.\n\nIf you want to go for a fully remote-based degree, the Open university is a good option.\n\nColumbia also has a good option for a certificate: you keep taking several courses and after some time you can apply for a certificate in business excellence.\n\nI think both the part-time mba or the certificate are good options if you pick a good school.\n\nIf you can afford going to the campus about twice a month, an executive mba is the best option in my opinion. Chech NYU, Kellog or Columbia."
222,"Progress Cargo Ship for ISS Launched From Russia MOSCOW (AP) -- A Russian cargo ship loaded with supplies and equipment blasted off from the Baikonour cosmodrome in Kazakhstan on Wednesday headed for the international space station, a Russian space official said.    The Progress M-50 ship took off at 1:03 a.m...

Progress Cargo Ship for ISS Launched From Russia MOSCOW (AP) -- A Russian cargo ship loaded with supplies and equipment blasted off from the Baikonour cosmodrome in Kazakhstan on Wednesday headed for the international space station, a Russian space official said.    The Progress M-50 ship took off at 1:03 a.m..."
223,"Begging for trouble on security Securify founder Taher Elgamal says a patchwork mentality has effectively turned network security into an IT budget black hole.

Begging for trouble on security Securify founder Taher Elgamal says a patchwork mentality has effectively turned network security into an IT budget black hole."
224,"New NASA Supercomputer to Aid Theorists and Shuttle Engineers (SPACE.com) SPACE.com - NASA researchers have teamed up with a pair of Silicon Valley firms to build \  a supercomputer that ranks alongside the world's largest Linux-based systems.

New NASA Supercomputer to Aid Theorists and Shuttle Engineers (SPACE.com) SPACE.com - NASA researchers have teamed up with a pair of Silicon Valley firms to build \  a supercomputer that ranks alongside the world's largest Linux-based systems."
225,"Canadian Team Joins Rocket Launch Contest (AP) AP - The  #36;10 million competition to send a private manned rocket into space started looking more like a race Thursday, when a Canadian team announced plans to launch its rocket three days after an American group intends to begin qualifying for the Ansari X prize.

Canadian Team Joins Rocket Launch Contest (AP) AP - The  #36;10 million competition to send a private manned rocket into space started looking more like a race Thursday, when a Canadian team announced plans to launch its rocket three days after an American group intends to begin qualifying for the Ansari X prize."
226,"Development Bank of the Philippines

The Development Bank of the Philippines (Filipino: Bangko sa Pagpapaunlad ng Pilipinas Castilian Spanish: Banco de Agricola y Hacienda de Filipinas or Banco de Desarollo de Filipinas) commonly known by its initials DBP is a state-owned development bank with headquarters in Makati Philippines.It is the seventh-largest bank in the Philippines in terms of assets and is the second-largest government-owned bank next only to Landbank."
227,"What is a good platform for writing complex web apps in php?

You can use of of the many php MVC Framework. One of the most used one is phpMVC. \n\nQuoted from their website ""php.MVC implements the Model-View-Controller (MVC) design pattern, and encourages application design based on the Model 2 paradigm. This design model allows the Web page or other contents (View) to be mostly separated from the internal application code (Controller/Model), making it easier for designers and programmers to focus on their respective areas of expertise.\n\nThe framework provides a single entry point Controller. The Controller is responsible for allocating HTTP requests to the appropriate Action handler (Model) based on configuration mappings.\n\nThe Model contains the business logic for the application. The Controller then forwards the request to the appropriate View component, which is usually implemented using a combination of HTML with PHP tags in the form of templates. The resulting contents are returned to the client browser, or via another protocol such as SMTP.\n\nphp.MVC is a PHP port of Jakarta Struts. It currently supports many features of Struts, including declarative application configuration via the XML digester. For example, mappings from the various Action business logic components to appropriate results pages can be specified declaratively in the XML configuration file. """
228,"Saudis: Bin Laden associate surrenders \\""(CNN) -- A longtime associate of al Qaeda leader Osama bin Laden surrendered to\Saudi Arabian officials Tuesday, a Saudi Interior Ministry official said.""\\""But it is unclear what role, if any, Khaled al-Harbi may have had in any terror\attacks because no public charges have been filed against him.""\\""The Saudi government -- in a statement released by its embassy in Washington --\called al-Harbi's surrender ""the latest direct result"" of its limited, one-month\offer of leniency to terror suspects.""\\This is great!  I hope this really starts to pay off.  Creative solutions to\terrorism that don't involve violence.  \\How refreshing! \\Are you paying attention Bush administration?\\

Saudis: Bin Laden associate surrenders \\""(CNN) -- A longtime associate of al Qaeda leader Osama bin Laden surrendered to\Saudi Arabian officials Tuesday, a Saudi Interior Ministry official said.""\\""But it is unclear what role, if any, Khaled al-Harbi may have had in any terror\attacks because no public charges have been filed against him.""\\""The Saudi government -- in a statement released by its embassy in Washington --\called al-Harbi's surrender ""the latest direct result"" of its limited, one-month\offer of leniency to terror suspects.""\\This is great!  I hope this really starts to pay off.  Creative solutions to\terrorism that don't involve violence.  \\How refreshing! \\Are you paying attention Bush administration?\\"
229,"What is Michael Jordan doing now? Is he working?

michael jordan is something like VP of the Jordan Brand for Nike. he's got final approval over the entire line - shoes, shirts, pants, etc. he's also spending a lot of time with his family. his son jeffrey is a sophomore in high school and he's going to his basketball games.\n\nthis was all that i remember from when he was on oprah."
230,"Woolf & Freedman Film Service

Woolf & Freedman Film Service was a UK film distributor which was founded by film producer C. M. Woolf and which operated from 1919 to 1934. The company distributed more than 140 films over a 15-year period. In 1935 Woolf formed a new company General Film Distributors.Some of Alfred Hitchcock's early silent films were produced by Gainsborough Pictures and distributed by Woolf & Freedman."
231,"H&L Records

H&L Records was a record label founded by Hugo Peretti and Luigi Creatore after they left Avco Records. They took The Stylistics with them."
232,"What is the world's largest island?

At 840,000 square miles (2,175,590 km2), Greenland is the world's largest island.    Although Australia also meets the definition of an island (a piece of land surrounded by water), it is large enough to be considered its own continent."
233,"Is there an English equivalent for the male firstname ""Reinhard""?

According to this page in the French wikipedia, Reinhard comes from Regin + Hard (strong advice as you mention)\n\nhttp://fr.wikipedia.org/wiki/Roman_de_Renart\n\nInterestingly, the page goes on to say that the word ""renard"" (French for ""fox"") comes from Reinhard! Reinhard was the name of the fox (originally ""goupil"" in French) in a famous story ""Reynard the fox"", but due to the popularity of the fox character, the French name for fox became ""renard"" instead of ""goupil"".\n\n""Reinhard  : Voir Renard pour le sens. Le nom est porté en Alsace-Lorraine. Variantes : Reinhardt, Reinhart, Reinharth, Reinard, Reinardt, Reinartz, Reinert, Reinertz.""\n\n""Renard, Renart   Nom de personne d'origine germanique, Raginhard (ragin = conseil + hard = dur). Faut-il le rappeler, le nom commun renard est au départ un prénom, et c'est la popularité du goupil, nommé Renart dans le célèbre roman médiéval, qui en a fait peu à peu un nom commun.""\n\nThe English version has less information regarding the names:\n\nhttp://en.wikipedia.org/wiki/Reynard\n\nSo you can just ask people to call you ""Fox"". :-)"
234,"Mecenato

Mecenato is an international network of people who set out together with the objective of improving the way creative services are commissioned produced and delivered. Mecenato was born as an entity in Dubai in 2013 out of the desire to create more value for brands and companies while finding a way to create less unnecessary friction."
235,"Dashboard Hula Girl Records

Dashboard Hulagirl Records is a Seattle-based independent American record label founded in 1989 by Trev Dellinger and Chris Swenson. The label released several LPs EPs and singles before folding in 1992. The label's most influential release was an all-local Seattle covers compilation tribute to punk rock group The Damned Another Damned Seattle Compilation."
236,"Japan nuclear firm shuts plants The company running the Japanese nuclear plant hit by a fatal accident is to close its reactors for safety checks.

Japan nuclear firm shuts plants The company running the Japanese nuclear plant hit by a fatal accident is to close its reactors for safety checks."
237,"International Group Teams Against Spam Task force plans antispam campaign, from education to cross-border legal efforts.

International Group Teams Against Spam Task force plans antispam campaign, from education to cross-border legal efforts."
238,"RJ Lee Group

RJ Lee Group Inc. is a materials characterization laboratory and industrial forensics consulting firm employing more than 300 scientists engineers technicians and support staff at locations in Monroeville PA Waynesburg PA Pasco WA and Oak Ridge TN. The company specializes in scientific support of four areas of interest: analytical laboratory testing industrial forensics consultation and failure analysis litigation support and laboratory informatics."
239,"Safety Net (Forbes.com) Forbes.com - After earning a PH.D. in Sociology, Danny Bazil Riley started to work as the general manager at a commercial real estate firm at an annual base salary of  #36;70,000. Soon after, a financial planner stopped by his desk to drop off brochures about insurance benefits available through his employer. But, at 32, ""buying insurance was the furthest thing from my mind,"" says Riley.

Safety Net (Forbes.com) Forbes.com - After earning a PH.D. in Sociology, Danny Bazil Riley started to work as the general manager at a commercial real estate firm at an annual base salary of  #36;70,000. Soon after, a financial planner stopped by his desk to drop off brochures about insurance benefits available through his employer. But, at 32, ""buying insurance was the furthest thing from my mind,"" says Riley."
240,"Catwoman far from perfect The Catwoman game is a major disappointment that feels like a pointless tie-in with the film.

Catwoman far from perfect The Catwoman game is a major disappointment that feels like a pointless tie-in with the film."
241,"Photon Kathaas

Photon Kathaas is an Indian film production company led by director Gautham Menon. It was established in 2010 by Menon along with Venky Somasundaram and Reshma Ghatala who since work as the co-promoters."
242,"Can anyone list the short name of the common names?

Al - Albert, Alfred, Alan<br />\nBob - Robert <br />\nBeth - Elizabeth <br />\nBill(y) - William <br />\nCathy - Catherine <br />\nChris - Christopher<br />\nDeb(bie) - Deborah, Debra <br />\nDick(y)(ie) - Richard <br />\nDon(nie)(y) - Donald<br />\nDom - Domenic, Dominic <br />\nEd(die)(dy) - Edward<br />\nFred(dy)(die) - Frederick<br />\nJim(my)(mie) - James <br />\nJoe(y) - Joseph <br />\nKate - Katherine  <br />\nKim - Kimberl(e)y <br />\nLarry - Lawrence <br />\nLiz - Elizabeth <br />\nMaggie(y) - Margaret <br />\nMargy(ie) - Margaret<br />\nMatt(y)(ie) - Matthew <br />\nMike - Michael <br />\nNick - Nicholas <br />\nPeggy - Margaret <br />\nPhil - Phillip/Philip <br />\nPete - Peter <br />\nRick(y) - Richard<br />\nRay - Raymond <br />\nRon(ny)(ie) - Ronald, Veronica <br />\nSteve - Steven, Stephen <br />\nTina - Christina<br />\nTim(my) - Timothy <br />\nTom(my) - Thomas<br />\nTory(ie) - Victoria <br />\nWill(ie)(y) - William<br />\nVic - Victor <br />\nVin(nie)(ny) - Vincent<br />\nVal - Valerie"
243,"Long-awaited Doom 3 hits the UK Doom 3 goes on sale in the UK at a time of renewed concerns over violence in video games.

Long-awaited Doom 3 hits the UK Doom 3 goes on sale in the UK at a time of renewed concerns over violence in video games."
244,"How did Calvin and Hobbes meet?

In the very first strip, Hobbes is caught by Calvin in a tiger trap that is baited with a Tuna fish sandwich.  From that strip on, they know each other, so that's probably the best description of how they met."
245,"Biometrics Creeping Into Everyday Life for Americans Stuffing something in a public locker usually isn't a memorable experience. You drop a coin, take the key and move on. But at the Statue of Liberty, recently reopened after a two-year closure, stashing a package offers a glimpse into the future. To rent, close and reopen lockers, visitors touch an electronic reader that scans fingerprints.

Biometrics Creeping Into Everyday Life for Americans Stuffing something in a public locker usually isn't a memorable experience. You drop a coin, take the key and move on. But at the Statue of Liberty, recently reopened after a two-year closure, stashing a package offers a glimpse into the future. To rent, close and reopen lockers, visitors touch an electronic reader that scans fingerprints."
246,"Putting Your Own Stamp On All Your Parcels Fido the Stamp is here. Well, he could be -- all it takes is for one dog owner to snap a digital photo of his beloved pooch, submit it to the Stamps.com Web site and order personalized postage. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/b&gt;&lt;/font&gt;

Putting Your Own Stamp On All Your Parcels Fido the Stamp is here. Well, he could be -- all it takes is for one dog owner to snap a digital photo of his beloved pooch, submit it to the Stamps.com Web site and order personalized postage. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/b&gt;&lt;/font&gt;"
247,"Where is the hottest place on earth?

On September 13, 1922, El Azizia in Libya recorded a temperature of 136 degrees Fahrenheit (57.8 Celsius)!  Death Valley in California makes for a close second, though.  On July 10, 1913, it got up to 134 Fahrenheit.  Whew.  That is HOT.  Best,\n\n`k."
248,"Columnists: The Panacea of Information Security Step away from all the vendor hype. The one device that will always be the best tool for information security is a competent security professional.

Columnists: The Panacea of Information Security Step away from all the vendor hype. The one device that will always be the best tool for information security is a competent security professional."
249,"Who wrote the screen play for ""The Big Lebowski""?

The Coen brothers: Ethan and Joel. Joel also directed the movie. And together, they've written other off-beat films like ""Fargo"", ""O Brother, Where Art Thou?"" and more."
250,"BakerHostetler

BakerHostetler is an American law firm founded in 1916. One of the firm's founders Newton D. Baker was U.S. Secretary of War during World War I and former Mayor of Cleveland Ohio United States.In 2009 the firm was rated the 85th largest law firm in the world."
251,"When is Thanksgiving celebrated in Canada?

In October."
252,"what is the reason for the increasing divorce percentage in the western world?

IMO... our lives are much more complex than our equivalents from 50 years ago and thus it's more likely for married people to grow in different directions over time (values, needs, etc.). Add to that how easy and acceptable it is to get a divorce, and how quick we are to dispose of things that we no longer want, and you get an increasing percentage.\nI wouldn't be surprised if in the not too distant future the average length of a marriage drops to ~5 years and the average number of marriages per person increases to 2+.\nA parallel to consider: how many different circles of friends do you have and how often have you joined new ones and left others behind over your life? (grade school, high school, college, jobs, etc.). We are a nomadic species. :)"
253,"Where is the best place to cycle in San Francisco?

Around the Embarcadero and into the Presidio, then aound Ocean Beach and back through GG Park."
254,"Gordon Food Service

Gordon Food Service (GFS) is the largest privately held foodservice distributor in North America with sales of $5.5 billion in 2007 and expected to finish 2012 with over $10 billion. Headquartered in Grand Rapids Michigan[1] GFS has GFS Marketplace stores in the states of Florida Illinois Indiana Kentucky Michigan Ohio Pennsylvania and Tennessee."
255,"Eko India Financial Services

Eko India Financial Services Pvt. Ltd. is an Indian financial service company which is a business correspondent (BC) service for State Bank of India (SBI) ICICI Bank India's two largest banks and Yes Bank India's youngest private bank and provides no-frills bank accounts and deposit withdrawal and remittance services to customers (nearly 80% of whom are migrants or the unbanked section of the population) through mobile banking."
256,"Sanzaru Games

Sanzaru Games is a video game development company founded in 2007 in California. Their first game was Ninja Reflex released on March 1 2008 for PC Nintendo DS and Wii. Their second game was a port of the High Impact Games developed PlayStation Portable game Secret Agent Clank released on May 26 2009 for PlayStation 2."
257,"Simultaneous Tropical Storms are Very Rare The prospect that a tropical storm and a hurricane - or possibly two hurricanes - could strike Florida on the same day is something meteorologists say they have never seen. ""It's almost unheard of,"" state meteorologist Ben Nelson said.

Simultaneous Tropical Storms are Very Rare The prospect that a tropical storm and a hurricane - or possibly two hurricanes - could strike Florida on the same day is something meteorologists say they have never seen. ""It's almost unheard of,"" state meteorologist Ben Nelson said."
258,"The Mortgage Banker Group Inc.

The Mortgage Banker Group Inc. (TMBG Inc.) is a private mortgage bank and support group based out of Everett Washington United States that lends money to potential home buyers."
259,"Who holds the single season rushing yards in NFL?

While it is true that Eric Dickerson holds the single season *total* rushing yards record, he accomplished this in a 16-game season. On the other hand, O.J. Simpson is the only player in NFL history to break the 2,000 yard barrier in a single 14-game season. O.J. Simpson gained 143 yards per game in his record-breaking season, while Dickerson only gained 131 yards per game in his. So, the answer depends on whether you are interested in total yards or yards per game."
260,"Vietnam's Citadel Vulnerable to Weather (AP) AP - Experts from Europe and Asia surveyed 1,400-year-old relics of an ancient citadel in Hanoi Tuesday and said they were concerned the priceless antiquities were at risk from exposure to the elements.

Vietnam's Citadel Vulnerable to Weather (AP) AP - Experts from Europe and Asia surveyed 1,400-year-old relics of an ancient citadel in Hanoi Tuesday and said they were concerned the priceless antiquities were at risk from exposure to the elements."
261,"Why would Big Ten keep its name inspite of adding a 11th school?

i would think to keep the ""brand"" recognition and the history of the Big Ten. the conference has invested a lot in building the Big Ten name as well as any merchandising and corporate sponsorship."
262,"Where can I get antivirus software if I don't have it installed?

You should either get AVG Free or AntiVir Personal Edition (also free). Both of them are excellent and easy to use."
263,"Pretty Log4J \\I've been a big fan of Log4J  for a while now but haven't migrated any code\over for one central reason.  The following line of code:\\    final static Logger logger = Logger.getLogger( ""some.name"" );\\... is amazingly ugly and difficult to work with.\\Most people use Log4J with a logger based on the classname:\\So we would probably see:\\    static Logger logger = Logger.getLogger( ""org.apache.commons.feedparser.locate.FeedLocator"" );\\Which is amazingly verbose.  A lot of developers shorten this to:\\    static Logger logger = Logger.getLogger( FeedLocator.class );\\But this still leaves us with cut and paste errors.\\What if we could just reduce it to:\\    static Logger logger = Logger.g ...\\

Pretty Log4J \\I've been a big fan of Log4J  for a while now but haven't migrated any code\over for one central reason.  The following line of code:\\    final static Logger logger = Logger.getLogger( ""some.name"" );\\... is amazingly ugly and difficult to work with.\\Most people use Log4J with a logger based on the classname:\\So we would probably see:\\    static Logger logger = Logger.getLogger( ""org.apache.commons.feedparser.locate.FeedLocator"" );\\Which is amazingly verbose.  A lot of developers shorten this to:\\    static Logger logger = Logger.getLogger( FeedLocator.class );\\But this still leaves us with cut and paste errors.\\What if we could just reduce it to:\\    static Logger logger = Logger.g ...\\"
264,"Suretrade

SURETRADE was a Bristol Rhode Island–based investment firm created in 1997 as one of the first online brokers of the dot com era. Before being absorbed by Fleet Boston's Quick & Reilly in 2001 the Rhode Island firm grew to having over 350000 customers and nearly $2 billion in assets."
265,"StudentUniverse

StudentUniverse is a technology company that provides students with deals primarily focusing on air fares and lodging. It is one of the two largest discount student travel sellers in the world. Its service went live in 2000 and the company is based in Waltham Massachusetts. It has proprietary verification technology that allows it to verify student status."
266,"VoIP gaining ground, despite cost concerns The voice-over-IP market is growing, and by next year, 50 of all lines installed in the U.S. are expected to rely on VoIP technology -- despite continuing concerns that installations can be costly.

VoIP gaining ground, despite cost concerns The voice-over-IP market is growing, and by next year, 50 of all lines installed in the U.S. are expected to rely on VoIP technology -- despite continuing concerns that installations can be costly."
267,"What is the meaning behind the song ""the reflex"" by Duran Duran?

From the sourced website:\n\n""The Reflex"", Duran Duran\nI, being a HUGE Duran Duran fan, can shed some light on this song. Back in the 80's when I had the word book for the album and meanings, this song simply was about a person being on stage, forgetting words and making them up as he went along. Take for instance ""I'm on a ride and I want to get off/but they won't slow down around the bout, I sold the Renoir and the tv set/don't want to be around when this gets out"". Hope this can shed some light that not all Duran Duran songs are about sex."
268,"What is the best YMU-compatible mp3 player out there?

You should definitely check out Creative's new Zen Vision. I don't have that model (it's new), but I have the Creative Zen Micro and like it a lot."
269,"Why do people have the bird, turkey for thanksgiving?

It is believed that the pilgrims and indians shared wild turkey and venison on the original Thanksgiving. \n\nTurkey's ""Americanness"" was established by Benjamin Franklin, who had advocated for the turkey, not the bald eagle, becoming the national bird."
270,"Heat Turned Up on Streaming Video Patents By JUSTIN POPE     (AP) -- After a recent legal setback, a California company that claims its patents cover the streaming video technology used by adult Web sites is boosting efforts to collect money from a very different group of streaming video users: colleges and universities.    Newport Beach, Calif.-based Acacia Media Technologies Corp...

Heat Turned Up on Streaming Video Patents By JUSTIN POPE     (AP) -- After a recent legal setback, a California company that claims its patents cover the streaming video technology used by adult Web sites is boosting efforts to collect money from a very different group of streaming video users: colleges and universities.    Newport Beach, Calif.-based Acacia Media Technologies Corp..."
271,"Walkers Limited

Walkers Limited was an Australian engineering company based in Maryborough Queensland. It built ships and railway locomotives. The Walkers factory still produces railway locomotives and rolling stock as part of Downer Rail."
272,"Should T.O. be allowed to play for Eagles or any other team this season?

He deserves the punishment he's been given.  Let him sit it out this year (and still get paid a ridculous sum of money) and maybe that will set him straight.\n\nGreat player, I agree, but calling your teammates out on a regular basis isn't cool.  The Eagles did what was right."
273,"Hungry world 'must eat less meat' People will need to eat more vegetables and less meat because of dwindling water supplies, scientists say.

Hungry world 'must eat less meat' People will need to eat more vegetables and less meat because of dwindling water supplies, scientists say."
274,"Sony zooms in with new TV tech Electronics giant develops new television technology to attack core business from a new angle.

Sony zooms in with new TV tech Electronics giant develops new television technology to attack core business from a new angle."
275,"Method Studios

Method Studios is a visual effects company founded in 1998 and located in Los Angeles California with facilities in Vancouver New York Chicago Detroit Atlanta London Sydney and Melbourne. Method Studios services high-end feature film commercial television games music video and motion graphics clients in the global marketplace."
276,"Kimi Records

Kimi Records is an Icelandic independent record label and distribution company."
277,"Illegal Records

Illegal Records is a record label founded by Miles Copeland III with his younger brother Stewart Copeland and the manager of The Police Paul Mulligan in 1977. The label released The Police's debut single Fall Out.Copeland went on to sign more artists and start several other indie sublabels including Deptford Fun City Records Step-Forward Records and Total Noise Records."
278,"Can I use 26"" mountain bike rims for my cyclocross-frame bike?

The 26"" wheels won't work. They're slightly smaller in diameter than a 700c wheel–that's what cyclocross frames are built to take. Back in the late 80's/early 90's you could get clamp-on cantilever brake mounts from Moots, but I don't know that they make those anymore. And regardless, if you were to do that, you'd also be dropping the overall height of your bike. This in turn would mean that your bottom bracket would also be lower to the ground. That's counterproductive in terms of cyclocross applications, where you want a higher bottom bracket than you would on a road bike (for clearence issues).\n\nThere's some good general information on equipment on Dave Carr's Cross Page (listed below). Good luck!"
279,"Southern Shorthaul Railroad

Southern Shorthaul Railroad is an Australian provider of motive power hauling trains in New South Wales and Victoria."
280,"Is there a way in MS Excel to have a cell be equal to multiple cells? e.g.= D3 and D5, where d3 & 5 are words?

Use the CONCATENATE function, with one of the arguments being "", ""\n\nThe formula you end up with should look something like this:\n=CONCATENATE(D3,"", "",D5)"
281,"South Korea lowers interest rates South Korea's central bank cuts interest rates by a quarter percentage point to 3.5 in a bid to drive growth in the economy.

South Korea lowers interest rates South Korea's central bank cuts interest rates by a quarter percentage point to 3.5 in a bid to drive growth in the economy."
282,"Melbourne - Brighton Bus Lines

Melbourne - Brighton Bus Lines was a bus and coach operator in Melbourne Australia."
283,"What do I need to open PDF files?

You need Adobe Acrobat Reader:  http://www.adobe.com/products/acrobat/readermain.html"
284,"Which came first, the chicken or the egg?

1.  Dinosaurs laid eggs millions of years ago.\n2.  Chickens weren't around millions of years ago.\n3.  Therefore, eggs came first.\n4.  Later, egg-laying birds evolved into chickens."
285,"Science, Politics Collide in Election Year (AP) AP - With more than 4,000 scientists, including 48 Nobel Prize winners, having signed a statement opposing the Bush administration's use of scientific advice, this election year is seeing a new development in the uneasy relationship between science and politics.

Science, Politics Collide in Election Year (AP) AP - With more than 4,000 scientists, including 48 Nobel Prize winners, having signed a statement opposing the Bush administration's use of scientific advice, this election year is seeing a new development in the uneasy relationship between science and politics."
286,"BUF Compagnie

BUF Compagnie is a French visual effects company specializing in CGI for feature films commercials and music videos."
287,"which was the best national team ever in a FIFA World Cup?

Brazil 1970"
288,"What is an ""imaginary number""?

Imaginary numbers are numbers than when squared equal a negative number, as in i^2 = -1, where i is the imaginary number. You'll also often see them represented as i = √-1 (that's the square root of -1).\nDon't be confused by the poorly chosen name - imaginary numbers do indeed exist and are used in advanced math, such as in the physics of electromagnetic fields. The analogy that Wikipedia uses is a good one - just like you don't need the concept of fractions to count stones, it doesn't mean that fractions don't exist. :)"
289,"What are the qualities that a good friend should have?

kind, honest, loyal, respectful, etc.  A good friend should treat friends the way he/she wants to be treated.  He/she must keep must know how to keep promises.  He/she must listen when a friend is talking.   He/she must know how to share.  He/she must be considerate."
290,"Who Will be the League MVP this Year?

The only correct answer from anybody is that they do not know.  The league awards tend to shape up after the All-Star break.  Later on in the season would be a better time to ask."
291,"Satellite boosts Olympic security An enhanced satellite location system aims to help Olympic security guards react more quickly to emergencies.

Satellite boosts Olympic security An enhanced satellite location system aims to help Olympic security guards react more quickly to emergencies."
292,"Westinghouse Electric Company

Westinghouse Electric Company LLC is a US based nuclear power company controlled by the Toshiba Group offering nuclear products and services to utilities internationally including nuclear fuel service and maintenance instrumentation control and design of nuclear plants. As of 2014 Westinghouse builds and operates approximately one-half of the world's operating nuclear plants. Westinghouse's world headquarters are located in Cranberry Township Butler County Pennsylvania United States."
293,"What was Alfred Hitchcock's contribution to the movie industry?

Hitchcock directed, produced and wrote some of the greatest suspense films of all time. His career spanned from the 1920's to the 1970's. His classic films include ""Psycho"", ""Rear Window"", ""Vertigo"", ""North by Northwest"", and ""The Birds"". He also hosted two groundbreaking suspense anthology series on television. \n\nIt would be difficult to overstate the influence Hitchcock had on the industry. His showmanship, his cinematography and his approach to suspense are felt to this day, recently in Gus Van Sant's shot-by-shot recreation of ""Psycho""."
294,"Horry Telephone Cooperative

Horry Telephone Cooperative (HTC) is a telecommunications cooperative based in Horry County South Carolina. HTC was founded in 1952 to serve the rural areas of Horry County where it was cost prohibitive for national telephone companies to provide service.On August 2 2012 HTC announced a 20-year naming rights deal for Coastal Carolina University's Student Recreation and Convocation Center. The facility will be called The HTC Center."
